timestamp,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,type,pred,prob,Machine failure,feedback_timestamp
2025-11-29T22:30:27,301.2,311.3,1489.0,52.7,94.0,M,0,0.3845,0.0,2025-11-29T22:30:34
2025-11-29T23:05:03,299.8,309.9,1467.0,49.3,76.0,L,0,0.2234,0.0,2025-11-29T23:05:10
2025-11-29T23:40:39,302.8,312.9,1445.0,57.6,114.0,H,0,0.6678,0.0,2025-11-29T23:40:46
2025-11-30T00:15:15,299.1,309.2,1534.0,47.1,66.0,M,0,0.1756,0.0,2025-11-30T00:15:22
2025-11-30T00:50:51,303.9,314.0,1328.0,61.6,176.0,M,1,0.8123,1.0,2025-11-30T00:51:02
2025-11-30T01:25:27,300.6,310.7,1590.0,51.4,88.0,L,0,0.3067,0.0,2025-11-30T01:25:34
2025-11-30T02:00:03,302.4,312.5,1478.0,56.1,108.0,M,0,0.5456,0.0,2025-11-30T02:00:10
2025-11-30T02:35:39,299.4,309.5,1512.0,48.4,72.0,L,0,0.1967,0.0,2025-11-30T02:35:46
2025-11-30T03:10:15,301.9,312.0,1401.0,55.3,104.0,H,0,0.5234,0.0,2025-11-30T03:10:22
2025-11-30T03:45:51,298.7,308.8,1623.0,44.9,52.0,M,0,0.1089,0.0,2025-11-30T03:45:58
2025-11-30T04:20:27,305.1,315.2,1302.0,64.2,196.0,L,1,0.9567,1.0,2025-11-30T04:20:38
2025-12-03T14:38:32,300.0,308.0,1350.0,47.0,180.0,H,1,0.7945,1.0,2025-12-03T14:39:24
